"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-11",,,,,,,,,,,"0.08",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-12",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-13",,,,,,,,,,,"0.05",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-14",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-15",,,,,,,,,,,"0.04",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-16",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-17",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-18",,,,,,,,,,,"0.11",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-19",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-20",,,,,,,,,,,"0.33",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-21",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-22",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-23",,,,,,,,,,,"0.08",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-24",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-25",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-26",,,,,,,,,,,"0.01",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-27",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-28",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-29",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-30",,,,,,,,,,,"0.17",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-01-31",,,,,,,,,,,"0.05",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-01",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-02",,,,,,,,,,,"0.03",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-03",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-04",,,,,,,,,,,"0.26",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-05",,,,,,,,,,,"0.07",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-06",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-07",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-08",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-09",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-10",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-11",,,,,,,,,,,"0.39",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-12",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-13",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-14",,,,,,,,,,,"1.25",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-15",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-16",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-17",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-18",,,,,,,,,,,"0.20",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-19",,,,,,,,,,,"0.59",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-20",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-21",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-22",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-23",,,,,,,,,,,"0.02",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-24",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-25",,,,,,,,,,,"0.06",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-26",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-27",,,,,,,,,,,"0.03",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-28",,,,,,,,,,,"0.07",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-02-29",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-01",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-02",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-03",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-04",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-05",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-06",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-07",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-08",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-09",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-10",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-11",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-12",,,,,,,,,,,"0.52",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-13",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-14",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-15",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-16",,,,,,,,,,,"0.07",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-17",,,,,,,,,,,"0.01",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-18",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-19",,,,,,,,,,,"0.04",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-20",,,,,,,,,,,"0.93",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-21",,,,,,,,,,,"0.41",",,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-22",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331777","COLUMBUS HAP CREMEAN WP, OH US","40.0604","-82.8941","253.3","2000-03-23",,,,,,,,,,,"0.00","P,,0,0800","0.0","P,,0","0.0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
